Id,RecResult,Confidence
9363,where is the grocery store,1.0 1.0 0.6 1.0 1.0
9364,no i don't have a reservation,0.99 1.0 0.96 0.99 1.0 1.0
9365,i like a room for four nights,0.71 1.0 0.99 1.0 1.0 1.0 1.0
9366,a twin room,0.98 0.97 1.0
9368,twin room,1.0 1.0
9369,i like to pay with visa that okay,0.8 1.0 1.0 1.0 1.0 1.0 0.59 0.7
9370,do your hotel have a bar,0.46 0.25 0.89 0.61 0.68 0.83
9371,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
9372,hotel room is dirty,0.93 1.0 1.0 1.0
9373,where is the hairdryer,1.0 1.0 1.0 0.99
9374,where is the hairdryer,1.0 1.0 1.0 1.0
9375,can you give me a hairdryer,1.0 1.0 1.0 1.0 1.0 1.0
9376,where can i buy a hairdryer,1.0 1.0 1.0 1.0 1.0 1.0
9377,no i don't have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9378,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9379,no i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9380,i'd like a room for three nights,0.68 1.0 1.0 1.0 1.0 1.0 1.0
9381,i would like a single room,0.95 0.74 1.0 1.0 1.0 1.0
9382,i would like to pay with visa,1.0 0.79 1.0 1.0 1.0 1.0 1.0
9383,is there the hotel have a hotel restaurant,0.54 0.43 0.52 1.0 0.65 0.9 1.0 1.0
9384,where is the hotel restaurant,1.0 1.0 1.0 1.0 1.0
9385,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9386,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9387,i have no reservation,1.0 1.0 1.0 1.0
9388,i have no room reservation,1.0 1.0 0.99 1.0 1.0
9389,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9390,i'd like a room for four nights,0.55 1.0 1.0 1.0 1.0 1.0 1.0
9391,i want a twin room,0.98 0.66 1.0 1.0 1.0
9392,i would like to pay with mastercard,0.99 0.65 1.0 1.0 1.0 1.0 1.0
9393,no i don't have a food shop,1.0 1.0 1.0 1.0 1.0 0.99 1.0
9397,i do not have a reservation,1.0 1.0 1.0 0.99 1.0 1.0
9398,i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9399,i'd like a room for six nights,0.87 1.0 1.0 1.0 1.0 1.0 1.0
9400,i like a single room,0.92 0.63 1.0 1.0 1.0
9401,i like a single room,1.0 1.0 1.0 1.0 1.0
9402,i want to pay with post card,1.0 0.43 1.0 1.0 1.0 0.97 0.97
9403,where is the hotel bar,0.6 0.87 0.8 1.0 1.0
9404,there a hotel bar,0.33 0.75 1.0 1.0
9405,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
9407,single room,1.0 1.0
9408,i'd like to pay with mastercard,0.44 1.0 1.0 1.0 1.0 0.99
9409,i do not have a lift,0.93 0.97 0.96 1.0 1.0 0.99
9410,where are the not have a reservation,0.94 0.9 0.97 0.86 0.93 0.94 0.98
9411,no i do not have a reservation,1.0 1.0 0.99 1.0 0.99 1.0 1.0
9412,a room for six nights,0.97 1.0 1.0 1.0 1.0
9413,i want a suite,0.92 0.87 0.79 0.5
9414,i would like to pay by post card,1.0 1.0 1.0 0.9 0.65 0.56 1.0 0.99
9416,can i pay with swiss francs,1.0 1.0 0.99 1.0 1.0 1.0
9417,german,0.6
9418,where is the gym,1.0 1.0 0.99 0.77
9419,do you have a room for six nights,0.6 0.61 0.82 1.0 1.0 1.0 1.0 1.0
9420,i have a junior suite,0.7 0.85 0.87 0.87 0.87
9421,can i have a junior suite,0.57 0.92 0.96 0.96 1.0 1.0
9423,can i pay with visa card,0.99 1.0 0.95 0.9 0.91 0.99
9424,i would like pay with post card,1.0 1.0 1.0 0.81 0.93 0.45 0.95
9425,can i pay with visa,0.72 0.72 0.7 0.74 0.98
9426,is there a grocery store,1.0 1.0 1.0 1.0 1.0
9427,where is the grocery store,1.0 1.0 1.0 1.0 1.0
9428,my toilet is dirty,1.0 1.0 1.0 1.0
9429,in the room has no hairdryer,1.0 1.0 1.0 1.0 1.0 1.0
9430,i could not find any hairdryer,1.0 1.0 1.0 1.0 1.0 1.0
9431,where i can i buy a hairdryer,1.0 0.98 1.0 0.66 1.0 1.0 1.0
9432,can i have a room for four nights,0.86 1.0 1.0 0.93 1.0 1.0 1.0 1.0
9433,german,0.42
9434,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
9435,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
9436,i want to buy with credit card,1.0 1.0 0.96 1.0 1.0 1.0 1.0
9437,i would like to pay by credit card,1.0 1.0 1.0 0.97 1.0 0.98 1.0 1.0
9438,is there a lift,1.0 1.0 1.0 1.0
9439,where is the lift,1.0 1.0 1.0 1.0
9440,the room is dirty,0.56 1.0 1.0 1.0
9441,where is the hairdryer,1.0 1.0 1.0 1.0
9442,where i can i buy a hairdryer,1.0 0.93 0.97 0.66 0.98 0.9 0.91
9443,i have no reservation,1.0 1.0 1.0 1.0
9444,no i do not have a reservation,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9445,i want a room for six nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9446,i want afternoon,1.0 1.0 0.48
9447,a single room please,1.0 0.98 1.0 1.0
9448,i would like to pay by post card,0.55 0.55 1.0 0.99 1.0 1.0 1.0 1.0
9449,can i pay with dollars,1.0 1.0 0.99 1.0 1.0
9450,thirty,0.57
9451,where is the please,1.0 1.0 0.96 0.38
9452,where is the gym,1.0 1.0 1.0 0.61
9453,my room is dirty,1.0 1.0 1.0 1.0
9454,where is the hairdryer,1.0 1.0 1.0 1.0
9455,where i can i find a hairdryer,0.89 0.87 0.92 0.92 0.63 0.71 0.74
9456,where can i find a hairdryer,1.0 1.0 1.0 0.97 0.94 1.0
9457,i want a tea please,1.0 1.0 0.73 0.43 0.82
9458,i want a steak,1.0 1.0 0.95 1.0
9459,i want my steak blue,1.0 1.0 1.0 1.0 1.0
9460,i would like some boots,1.0 1.0 1.0 0.92 1.0
9461,i would like some boots,1.0 1.0 1.0 1.0 0.87
9462,can i have the dessert card,0.98 1.0 1.0 1.0 1.0 1.0
9463,the dessert menu please,1.0 1.0 1.0 1.0
9464,the dessert menu please,0.99 1.0 1.0 1.0
9465,i would like the raspberry sorbet,1.0 1.0 1.0 1.0 1.0 1.0
9466,i want to morning,1.0 1.0 0.38 0.31
9467,i would like the check,1.0 1.0 1.0 1.0 1.0
9468,can i pay by credit card,0.96 1.0 1.0 1.0 1.0 1.0
9469,i don't have a reservation,1.0 1.0 1.0 1.0 1.0
9470,i don't have a reservation,1.0 1.0 1.0 1.0 1.0
9471,i don't have any reservation,1.0 1.0 1.0 0.99 1.0
9472,i would like five tickets at london to london,1.0 1.0 1.0 1.0 1.0 0.51 0.82 0.97 1.0
9473,i would like to leave at monday,1.0 1.0 1.0 1.0 1.0 0.97 0.97
9474,my name is nick,1.0 1.0 1.0 1.0
9475,i come from austria,1.0 1.0 1.0 1.0
9476,where is the natural history museum,1.0 1.0 1.0 0.99 1.0 1.0
9477,where is madame tussauds,1.0 1.0 1.0 1.0
9478,which bus goes there,1.0 1.0 0.95 1.0
9479,german,0.54
9480,my name is john,1.0 1.0 1.0 0.99
9481,i'm from portugal,0.79 1.0 1.0
9482,the capital of portugal is lisbon,1.0 1.0 1.0 1.0 1.0 1.0
9483,i have three sisters,1.0 1.0 1.0 1.0
9484,i'm going on holidays,0.89 0.99 1.0 0.95
9485,yes this is my passport,1.0 0.91 0.99 1.0 1.0
9486,i would like five tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9488,i want to leave at friday evening,1.0 1.0 1.0 1.0 0.93 1.0 1.0
9489,my name is andrew,1.0 1.0 1.0 1.0
9490,i'm from italy,0.88 1.0 0.99
9491,i would like four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9493,i would like to leave on sunday evening,1.0 1.0 1.0 1.0 1.0 0.98 0.71 1.0
9494,my name is paul,1.0 1.0 1.0 0.98
9495,i'm from turkey,0.91 1.0 1.0
9496,i would like two tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9497,i would like to leave at twelve o'clock tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9498,my name is stephanie,1.0 1.0 1.0 1.0
9499,i'm from turkey,0.94 1.0 1.0
9500,i would like a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9502,can i pay by mastercard,1.0 1.0 1.0 1.0 0.97
9503,is there a gym,1.0 1.0 1.0 0.96
9504,where is the gym,1.0 1.0 1.0 0.65
9505,i haven't a reservation,1.0 0.93 1.0 1.0
9506,no i don't have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9507,i would like a room for six nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9508,a single room please,1.0 1.0 1.0 1.0
9509,can i pay by visa,1.0 1.0 1.0 1.0 1.0
9510,is there a hairdresser,1.0 1.0 1.0 1.0
9511,where is the hairdresser,1.0 1.0 1.0 1.0
9512,my room is dirty,1.0 1.0 1.0 1.0
9513,i could not find any hairdryer,1.0 1.0 1.0 1.0 1.0 1.0
9514,where can i buy a hairdryer,1.0 1.0 1.0 1.0 1.0 1.0
9515,i would like a room for one week,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9516,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
9517,i would like a double room,1.0 1.0 1.0 1.0 0.97 1.0
9518,i would like a double room,1.0 1.0 1.0 1.0 1.0 1.0
9519,can i pay by visa,1.0 1.0 1.0 1.0 1.0
9520,is there a grocery store,1.0 1.0 1.0 1.0 1.0
9521,is there a grocery store,1.0 1.0 1.0 1.0 1.0
9522,where is the grocery store,1.0 1.0 0.99 0.99 0.99
9523,toilet is six,0.43 0.46 0.43
9524,where is the hairdryer,1.0 1.0 1.0 1.0
9525,where can i buy a hairdryer,0.91 1.0 1.0 1.0 1.0 1.0
9526,i would like two musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
9527,i want to go this evening,0.95 0.97 0.97 0.95 0.95 0.95
9528,i would like two tickets for starlight express,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9529,i would like sit in the middle,1.0 1.0 1.0 0.93 0.93 0.93 0.91
9530,i would like tickets for the natural history museum,1.0 1.0 1.0 0.99 1.0 1.0 0.99 1.0 1.0
9532,i would like four tickets,1.0 1.0 1.0 1.0 1.0
9533,no i don't have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9534,i want a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9535,i want a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9536,i want a room for four nights,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9538,a single room please,1.0 1.0 1.0 1.0
9539,can i pay with visa,1.0 1.0 1.0 0.97 1.0
9540,is there a hotel bar,1.0 1.0 1.0 1.0 1.0
9541,where is the hotel bar,1.0 1.0 1.0 1.0 1.0
9542,no i don't have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9543,no i don't have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9544,i would like i london isn't a a room for five nights,1.0 1.0 1.0 0.9 0.7 0.37 0.55 1.0 1.0 1.0 1.0 1.0
9545,a suite please,1.0 1.0 1.0
9546,i would like to pay with visa,1.0 1.0 1.0 0.99 1.0 1.0 1.0
9547,can i pay with visa,1.0 1.0 1.0 1.0 1.0
9548,is there a grocery store,1.0 1.0 1.0 1.0 1.0
9549,where is the grocery store,1.0 1.0 1.0 1.0 1.0
9550,i would like three tickets,1.0 1.0 1.0 1.0 1.0
9551,i would like to three tickets to london,1.0 1.0 1.0 0.56 1.0 1.0 1.0 1.0
9552,i would like to leave on sunday evening,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
9553,my name is sarah,1.0 1.0 1.0 0.96
9554,i'm from portugal,0.75 1.0 1.0
9555,i am from portugal,0.64 0.64 1.0 1.0
9556,two tickets to london a hairdryer tickets to london please,1.0 1.0 0.96 0.52 0.43 0.98 0.99 1.0 1.0 1.0
9557,i would like to leave on friday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9558,my name is mona,1.0 1.0 1.0 1.0
9559,i am from australia,1.0 1.0 1.0 0.99
9560,i would like a ticket to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9561,i would like to leave on thursday evening,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9562,i would like to leave on tuesday morning,1.0 1.0 1.0 1.0 1.0 1.0 0.57 1.0
9563,i would like to leave on tuesday morning,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9564,my name is john,1.0 1.0 1.0 1.0
9565,i'm from ireland,0.81 1.0 1.0
9566,i would like two tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9567,i want to leave at three pm tomorrow,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9568,my name is john,1.0 1.0 1.0 1.0
9569,my name is john,1.0 1.0 1.0 1.0
9570,my name is john,1.0 1.0 1.0 1.0
9571,i am from england,1.0 1.0 1.0 1.0
9572,i would like a ticket to notting hill,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9573,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.97 0.97
9574,no i would like to pay by post card,0.97 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9575,i would like to pay by post card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9576,could you give me a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9577,i would like to pay by mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.99
9578,could you give me a ticket to westminster,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9579,i would like to pay by visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9580,i would like to pay by visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9581,i would like to pay with swiss francs,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
9582,i have smaller notes,1.0 1.0 1.0 1.0
9583,could you give me a ticket to westminster,1.0 1.0 1.0 0.98 1.0 1.0 1.0 1.0
9584,i would like to pay by post card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9585,could you give me a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9586,i would like to pay by visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9587,could you give me a ticket to green park,0.88 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9588,i would like to pay by post card,1.0 1.0 1.0 1.0 1.0 0.96 0.53 0.92
9589,i would like to pay with dollars,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9590,i have a smaller,1.0 1.0 0.97 0.91
9591,where is the science museum,1.0 1.0 1.0 1.0 1.0
9592,where is the big ben,1.0 1.0 1.0 0.58 0.39
9593,which bus goes there,1.0 1.0 1.0 1.0
9594,the tower is next to the tower bridge,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9595,where is the zoo,1.0 1.0 1.0 1.0
9596,where is the london eye,0.98 0.98 1.0 1.0 1.0
9597,which bus goes there,1.0 1.0 0.99 1.0
9599,is near the bank of england,0.78 1.0 1.0 1.0 1.0 1.0
9600,i don't know,1.0 1.0 0.73
9602,where is the british museum,1.0 1.0 1.0 1.0 1.0
9603,where is madame tussauds,1.0 1.0 1.0 1.0
9604,which bus goes there,1.0 1.0 1.0 1.0
9605,my marble arch is visa leave on the hyde park,0.56 1.0 1.0 1.0 0.41 0.36 0.59 1.0 1.0 1.0
9606,marble arch is opposite the hyde park,1.0 1.0 1.0 1.0 0.71 1.0 1.0
9607,where is the food store,1.0 1.0 1.0 0.6 0.73
9608,where is the zoo,1.0 1.0 1.0 1.0
9609,where is the big ben,1.0 1.0 0.99 1.0 1.0
9610,which bus goes there,1.0 1.0 1.0 1.0
9612,where is the science museum,1.0 1.0 1.0 1.0 1.0
9613,where is the oxford street,1.0 1.0 1.0 1.0 1.0
9614,which bus goes there,1.0 1.0 1.0 1.0
9615,marble arch is opposite the hyde park,1.0 1.0 1.0 0.51 0.92 1.0 1.0
9616,i don't know,1.0 1.0 0.96
9617,sorry i need to go,1.0 1.0 1.0 1.0 1.0
9618,where is the science museum,1.0 1.0 1.0 1.0 1.0
9619,where is the natural history museum,1.0 1.0 1.0 1.0 1.0 1.0
9620,where is the tower,1.0 1.0 1.0 1.0
9621,i would like two musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
9623,i want tickets for tomorrow nights please,1.0 1.0 0.87 1.0 1.0 0.96 1.0
9624,i would like two tickets for the king of the lion,1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0 0.99 0.99 1.0
9625,i would like to sit in the tenth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
9626,i would like two tickets for the british museum,1.0 1.0 1.0 0.87 0.93 1.0 1.0 1.0 1.0
9627,two tickets please,0.99 0.99 1.0
9628,can i have two tickets,1.0 1.0 1.0 1.0 1.0
9629,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 0.98
9630,i want tickets for tuesday evening,1.0 1.0 0.99 1.0 0.57 1.0
9631,i want three tickets for the phantom of the opera,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9632,i would like to sit in the fourth third row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.55 1.0
9633,i would like to sit in the first row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.92 1.0
9634,i would like tickets for the natural history museum,1.0 1.0 1.0 0.98 1.0 1.0 1.0 1.0 1.0
9635,i need four tickets,1.0 1.0 1.0 1.0
9636,i would like four musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
9637,i want four tickets for saturday night,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9638,four tickets for wicked,1.0 1.0 1.0 1.0
9639,i want four tickets for wicked,1.0 1.0 1.0 1.0 1.0 1.0
9640,i would like to sit in the fifth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.97 1.0
9641,can i have tickets for the london eye,1.0 1.0 1.0 0.97 1.0 1.0 1.0 1.0
9642,i want three tickets,1.0 1.0 1.0 1.0
9643,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
9644,i want tickets for this evening,1.0 1.0 0.85 0.99 0.83 0.99
9645,where i want three tickets for billy elliot,0.46 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9646,i want three tickets for billy elliot,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9647,i want to sit in the seventh row,1.0 1.0 1.0 1.0 1.0 1.0 0.96 1.0
9648,i would like tickets for the british museum,1.0 0.78 1.0 0.96 1.0 1.0 1.0 1.0
9649,can i also have tickets for the british museum,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9650,i want one ticket,1.0 1.0 1.0 1.0
9651,i would like one musical ticket,1.0 1.0 1.0 1.0 1.0 0.96
9652,i want one ticket for wednesday nights,1.0 1.0 1.0 1.0 1.0 0.89 0.73
9653,i want a ticket for the king of the lion,1.0 1.0 0.99 0.96 1.0 0.94 1.0 0.97 0.95 0.99
9654,i want one ticket for the for king the king of the lion,1.0 1.0 0.74 0.75 0.99 0.99 0.95 0.97 0.97 0.96 0.95 1.0 1.0
9655,i would like to sit in the eight row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.55 1.0
9656,i want to sit in the eight row,1.0 1.0 1.0 1.0 1.0 1.0 0.96 1.0
9657,can i also have tickets for the for madame tussauds,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.96 1.0 1.0
9658,can i also have tickets for madame tussauds,1.0 1.0 0.99 1.0 1.0 1.0 1.0 0.93
9659,i need two tickets,1.0 1.0 1.0 1.0
9660,i would like four musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
9661,i want tickets for tuesday night,1.0 1.0 0.97 1.0 1.0 1.0
9662,i want four tickets for billy elliot row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.78
9663,i want tickets for this musical,1.0 1.0 0.86 1.0 1.0 1.0
9664,i would like to sit in the second row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9665,i would like to sit in the second row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.99 1.0
9666,can i have four tickets for the natural history museum,1.0 1.0 1.0 0.33 0.76 1.0 1.0 1.0 1.0 1.0
9667,i need two tickets,1.0 1.0 1.0 0.99
9668,i would like two tickets for the musical,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9669,i would like two tickets musical tickets,1.0 1.0 1.0 0.59 0.57 1.0 0.72
9670,i want to go tomorrow,1.0 1.0 1.0 1.0 1.0
9671,i want two tickets for the phantom of the opera,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9672,i would like to sit in the second row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9673,can i also have tickets for the science museum,1.0 1.0 0.99 1.0 1.0 1.0 1.0 1.0 1.0
9674,i need three tickets,1.0 1.0 1.0 1.0
9675,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 0.99
9676,i want a ticket to for friday night,1.0 1.0 0.94 0.95 0.99 0.69 1.0 0.74
9677,i want tickets for friday night,1.0 1.0 0.54 1.0 1.0 0.87
9678,i want three tickets for starlight express,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9679,i would like to sit in the fourth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9680,can i also have tickets for the natural history museum,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9681,i need one ticket,1.0 1.0 0.97 0.99
9682,i would like four musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
9683,night i want four tickets for wednesday nights,0.56 1.0 1.0 1.0 1.0 1.0 0.99 0.88
9684,i want four tickets for the king of the lion,1.0 1.0 1.0 1.0 1.0 0.98 1.0 0.99 0.99 1.0
9685,i would like to sit in the eighth row,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.64 1.0
9686,can i also have tickets for the london eye,1.0 1.0 0.97 1.0 0.99 1.0 1.0 1.0 1.0
9687,i need four tickets,1.0 1.0 1.0 1.0
9688,i would like three tickets for the musical,1.0 1.0 1.0 1.0 1.0 1.0 0.96 1.0
9689,i would like three musical tickets,1.0 1.0 1.0 1.0 1.0 1.0
9690,i want three tickets for sunday night,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9691,i want three tickets for starlight express,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9692,i would like to sit in the middle,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.82
9693,twin suite,0.62 0.88
9694,please four,0.52 0.82
9695,forty two,0.74 0.74
9696,i want a t-shirt,1.0 1.0 0.9 1.0
9697,i want a red t-shirt,1.0 1.0 0.89 0.97 1.0
9698,i need,1.0 1.0
9699,this is too tight,1.0 1.0 1.0 1.0
9700,i don't want this t-shirt,1.0 1.0 1.0 1.0 1.0
9701,i want with,1.0 1.0 0.55
9702,no i don't want sit,1.0 1.0 1.0 1.0 0.58
9703,where is the hairdresser,1.0 1.0 1.0 1.0
9704,i would like three tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9705,i would like to leave on saturday night,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.85
9706,i would like to leave on saturday night,1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.41
9707,my name is maddalena,1.0 1.0 1.0 0.99
9708,i come from switzerland,1.0 1.0 1.0 0.98
9709,i would like one ticket to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9710,i would like to leave at saturday evening,1.0 1.0 1.0 1.0 1.0 0.96 1.0 1.0
9711,my name is there a,1.0 1.0 1.0 0.66 0.65
9712,i am from france,0.95 0.95 1.0 0.93
9713,where is the british museum,1.0 1.0 1.0 1.0 1.0
9714,where is madame tussauds,1.0 1.0 0.56 0.54
9715,which bus goes there,1.0 1.0 1.0 1.0
9716,marble arch is opposite hyde park,1.0 1.0 1.0 0.95 0.97 0.97
9717,my name is silvia,1.0 1.0 1.0 0.93
9718,i'm from england,0.77 1.0 1.0
9719,my name is nick,1.0 1.0 1.0 1.0
9720,i'm from canada,0.64 1.0 1.0
9721,i need a ticket to trafalgar square,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9722,i would like to pay with post card,1.0 1.0 1.0 1.0 1.0 1.0 0.95 0.95
9723,can i pay with swiss francs,1.0 1.0 1.0 1.0 0.95 0.97
9724,i,0.88
9725,i'm fine,0.94 1.0
9726,i would like sandals,1.0 1.0 1.0 0.5
9727,i would like a have blue boots,1.0 1.0 1.0 0.77 0.52 0.64 0.53
9728,thirty six,1.0 1.0
9729,no i don't have a reservation,1.0 1.0 1.0 1.0 1.0 1.0
9730,a room for two nights,1.0 1.0 1.0 0.98 1.0
9732,can i pay with visa,1.0 1.0 1.0 1.0 1.0
9733,can i pay with euros,1.0 1.0 1.0 1.0 1.0
9734,is there a twin room,1.0 1.0 1.0 0.96 0.99
9735,i want to room,0.83 0.49 0.37 0.97
9736,gym,0.4
9737,i would like to have a coffee,1.0 1.0 1.0 1.0 1.0 0.94 0.94
9738,i would like to have a steak,1.0 1.0 1.0 1.0 1.0 0.99 1.0
9739,i would like my steak medium,1.0 1.0 1.0 1.0 1.0 1.0
9740,i would like my steak medium,1.0 1.0 1.0 1.0 1.0 1.0
9741,i would like some peas,1.0 1.0 1.0 0.84 0.82
9742,i would like the dessert menu,1.0 1.0 1.0 0.98 0.93 0.99
9743,the dessert menu,0.99 0.99 1.0
9744,could i have the vanilla ice cream,0.54 1.0 1.0 1.0 1.0 1.0 1.0
9745,i would like the check,1.0 1.0 1.0 1.0 1.0
9746,i would like to pay with visa,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9747,i would like four tickets to london,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9748,i want to leave at tuesday evening,1.0 1.0 1.0 1.0 0.95 1.0 1.0
9749,my name is patrick,1.0 1.0 1.0 1.0
9750,i'm from german,0.93 1.0 0.79
9751,i'm good,0.82 1.0
9752,i am looking for sandals,0.87 0.87 1.0 1.0 1.0
9753,red sandals please,0.99 1.0 1.0
9754,am a thirty eight,0.46 0.9 0.99 0.99
9755,i'm looking for jeans,0.64 0.85 0.83 0.83
9756,brown jeans please,0.86 0.8 1.0
9757,i'm a large,0.73 0.96 1.0
9758,how much does the jeans cost,1.0 1.0 1.0 1.0 1.0 1.0
9759,i'm a,0.33 0.25
9760,no thank you the jeans is too expensive,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9761,i need a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9762,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
9763,i need a ticket to green park,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9764,can i pay by credit card,1.0 1.0 1.0 1.0 1.0 1.0
9765,i would like a ticket to notting hill,1.0 1.0 1.0 1.0 1.0 1.0 0.89 0.9
9766,i would like to pay by post card,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9767,can i pay with swiss francs,1.0 1.0 1.0 1.0 1.0 1.0
9768,can i pay with swiss francs,1.0 1.0 1.0 1.0 1.0 1.0
9769,i only have large notes,1.0 0.99 1.0 1.0 1.0
9770,i would pay by credit card,1.0 0.7 1.0 1.0 1.0 1.0
9771,i need a ticket to trafalgar square,1.0 1.0 1.0 1.0 1.0 1.0 1.0
9772,i would like to pay with mastercard,1.0 1.0 1.0 1.0 1.0 1.0 0.99
9773,i would like to have a ticket to the piccadilly circus,1.0 1.0 1.0 0.98 0.98 1.0 1.0 1.0 0.68 1.0 1.0
